Diseases & Risk Factors,Indicator Name,Cancer Type,Year,Country Name,Region,Gender,Area,Numeric,Lower Confidence Limit,Upper Confidence Limit,Comment
Diabetes,"Physical inactivity, adults aged 18+",,2016,India,South-East Asia Region,Females,,47.952457,36.623981,59.438873,
Diabetes,"Physical inactivity, adults aged 18+",,2017,India,South-East Asia Region,Total,,42.774834,34.971241,51.065182,
Diabetes,"Physical inactivity, adults aged 18+",,2017,India,South-East Asia Region,Males,,36.3232,25.773636,47.602184,
Diabetes,"Physical inactivity, adults aged 18+",,2017,India,South-East Asia Region,Females,,49.529549,37.329529,61.928062,
Diabetes,"Physical inactivity, adults aged 18+",,2018,India,South-East Asia Region,Total,,44.110226,35.713001,53.127151,
Diabetes,"Physical inactivity, adults aged 18+",,2018,India,South-East Asia Region,Males,,37.448589,26.252148,49.656044,
Diabetes,"Physical inactivity, adults aged 18+",,2018,India,South-East Asia Region,Females,,51.097019,38.006691,64.3255,
Diabetes,"Physical inactivity, adults aged 18+",,2019,India,South-East Asia Region,Total,,45.442165,36.386986,55.061966,
Diabetes,"Physical inactivity, adults aged 18+",,2019,India,South-East Asia Region,Males,,38.581051,26.481331,51.656555,
Diabetes,"Physical inactivity, adults aged 18+",,2019,India,South-East Asia Region,Females,,52.650539,38.558086,66.654434,
Diabetes,"Physical inactivity, adults aged 18+",,2020,India,South-East Asia Region,Total,,46.771053,37.083168,56.997097,
Diabetes,"Physical inactivity, adults aged 18+",,2020,India,South-East Asia Region,Males,,39.720432,26.704914,53.544044,
Diabetes,"Physical inactivity, adults aged 18+",,2020,India,South-East Asia Region,Females,,54.188324,39.048061,69.110069,
Diabetes,"Physical inactivity, adults aged 18+",,2021,India,South-East Asia Region,Total,,48.09787,37.765949,58.886467,
Diabetes,"Physical inactivity, adults aged 18+",,2021,India,South-East Asia Region,Males,,40.867409,26.928823,55.665695,
Diabetes,"Physical inactivity, adults aged 18+",,2021,India,South-East Asia Region,Females,,55.709068,39.540817,71.409439,
Diabetes,"Physical inactivity, adults aged 18+",,2022,India,South-East Asia Region,Total,,49.418007,38.395767,60.950829,
Diabetes,"Physical inactivity, adults aged 18+",,2022,India,South-East Asia Region,Males,,42.018349,27.17664,57.750847,
Diabetes,"Physical inactivity, adults aged 18+",,2022,India,South-East Asia Region,Females,,57.210064,40.062744,73.679611,
Diabetes,Has an operational diabetes policy,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Has national target addressing diabetes,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,"Conducted recent, national survey covering raised blood glucose/diabetes",,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Diabetes registry exists,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Has management guidelines for diabetes,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Blood glucose testing generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Dilated fundus examinations generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Foot vibration perception by tuning fork generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Urine strips for glucose and ketone measurement generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Insulin generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Metformin generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Sulphonylureas generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Diabetic retinopathy screening generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Retinal photocoagulation generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Dialysis generally available,,2023,India,South-East Asia Region,,,Yes,,,
Diabetes,Renal transplantation is generally available,,2023,India,South-East Asia Region,,,Yes,,,
Obesity/unhealthy diet,Total NCD deaths,,2000,India,South-East Asia Region,Total,,3374285.842,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2000,India,South-East Asia Region,Males,,1837219.658,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2000,India,South-East Asia Region,Females,,1537066.184,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2001,India,South-East Asia Region,Total,,3396229.14,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2001,India,South-East Asia Region,Males,,1858577.586,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2001,India,South-East Asia Region,Females,,1537651.554,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2002,India,South-East Asia Region,Total,,3507141.12,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2002,India,South-East Asia Region,Males,,1910690.3,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2002,India,South-East Asia Region,Females,,1596450.82,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2003,India,South-East Asia Region,Total,,3632968.047,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2003,India,South-East Asia Region,Males,,1992606.032,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2003,India,South-East Asia Region,Females,,1640362.015,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2004,India,South-East Asia Region,Total,,3715868.218,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2004,India,South-East Asia Region,Males,,2058014.694,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2004,India,South-East Asia Region,Females,,1657853.523,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2005,India,South-East Asia Region,Total,,3804839.887,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2005,India,South-East Asia Region,Males,,2097863.783,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2005,India,South-East Asia Region,Females,,1706976.104,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2006,India,South-East Asia Region,Total,,3935202.962,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2006,India,South-East Asia Region,Males,,2151585.198,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2006,India,South-East Asia Region,Females,,1783617.764,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2007,India,South-East Asia Region,Total,,4173364.044,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2007,India,South-East Asia Region,Males,,2296750.611,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2007,India,South-East Asia Region,Females,,1876613.433,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2008,India,South-East Asia Region,Total,,4335524.395,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2008,India,South-East Asia Region,Males,,2401107.568,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2008,India,South-East Asia Region,Females,,1934416.826,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2009,India,South-East Asia Region,Total,,4391241.195,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2009,India,South-East Asia Region,Males,,2442629.105,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2009,India,South-East Asia Region,Females,,1948612.09,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2010,India,South-East Asia Region,Total,,4552404.749,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2010,India,South-East Asia Region,Males,,2556983.825,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2010,India,South-East Asia Region,Females,,1995420.923,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2011,India,South-East Asia Region,Total,,4745954.61,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2011,India,South-East Asia Region,Males,,2663812.584,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2011,India,South-East Asia Region,Females,,2082142.026,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2012,India,South-East Asia Region,Total,,4929928.863,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2012,India,South-East Asia Region,Males,,2719136.582,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2012,India,South-East Asia Region,Females,,2210792.281,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2013,India,South-East Asia Region,Total,,5195521.113,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2013,India,South-East Asia Region,Males,,2856466.056,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2013,India,South-East Asia Region,Females,,2339055.058,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2014,India,South-East Asia Region,Total,,5462629.504,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2014,India,South-East Asia Region,Males,,3015406.694,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2014,India,South-East Asia Region,Females,,2447222.81,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2015,India,South-East Asia Region,Total,,5576891.99,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2015,India,South-East Asia Region,Males,,3051006.679,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2015,India,South-East Asia Region,Females,,2525885.312,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2016,India,South-East Asia Region,Total,,5719017.501,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2016,India,South-East Asia Region,Males,,3104711.496,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2016,India,South-East Asia Region,Females,,2614306.005,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2017,India,South-East Asia Region,Total,,5899196.235,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2017,India,South-East Asia Region,Males,,3187320.784,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2017,India,South-East Asia Region,Females,,2711875.451,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2018,India,South-East Asia Region,Total,,6115973.115,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2018,India,South-East Asia Region,Males,,3323020.875,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2018,India,South-East Asia Region,Females,,2792952.24,no data,no data,
Obesity/unhealthy diet,Total NCD deaths,,2019,India,South-East Asia Region,Total,,6302911.446,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Total NCD deaths,,2019,India,South-East Asia Region,Males,,3450825.58,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Total NCD deaths,,2019,India,South-East Asia Region,Females,,2852085.866,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2000,India,South-East Asia Region,Total,,1409679.692,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2000,India,South-East Asia Region,Males,,777139.6545,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2000,India,South-East Asia Region,Females,,632540.0374,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2001,India,South-East Asia Region,Total,,1421250.271,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2001,India,South-East Asia Region,Males,,788407.4785,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2001,India,South-East Asia Region,Females,,632842.792,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2002,India,South-East Asia Region,Total,,1471092.104,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2002,India,South-East Asia Region,Males,,812660.1323,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2002,India,South-East Asia Region,Females,,658431.9717,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2003,India,South-East Asia Region,Total,,1525000.787,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2003,India,South-East Asia Region,Males,,851097.2085,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2003,India,South-East Asia Region,Females,,673903.5789,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2004,India,South-East Asia Region,Total,,1553153.872,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2004,India,South-East Asia Region,Males,,880795.1478,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2004,India,South-East Asia Region,Females,,672358.7239,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2005,India,South-East Asia Region,Total,,1594361.656,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2005,India,South-East Asia Region,Males,,901282.5115,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2005,India,South-East Asia Region,Females,,693079.1447,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2006,India,South-East Asia Region,Total,,1669698.545,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2006,India,South-East Asia Region,Males,,933813.2855,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2006,India,South-East Asia Region,Females,,735885.2592,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2007,India,South-East Asia Region,Total,,1779403.751,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2007,India,South-East Asia Region,Males,,1000923.268,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2007,India,South-East Asia Region,Females,,778480.4828,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2008,India,South-East Asia Region,Total,,1857005.587,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2008,India,South-East Asia Region,Males,,1051572.283,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2008,India,South-East Asia Region,Females,,805433.3041,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2009,India,South-East Asia Region,Total,,1892538.658,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2009,India,South-East Asia Region,Males,,1079147.227,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2009,India,South-East Asia Region,Females,,813391.4314,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2010,India,South-East Asia Region,Total,,1974088.399,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2010,India,South-East Asia Region,Males,,1138245.8,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2010,India,South-East Asia Region,Females,,835842.5994,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2011,India,South-East Asia Region,Total,,2077462.92,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2011,India,South-East Asia Region,Males,,1197425.764,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2011,India,South-East Asia Region,Females,,880037.1561,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2012,India,South-East Asia Region,Total,,2178423.646,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2012,India,South-East Asia Region,Males,,1233431.258,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2012,India,South-East Asia Region,Females,,944992.3876,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2013,India,South-East Asia Region,Total,,2295677.551,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2013,India,South-East Asia Region,Males,,1295165.045,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2013,India,South-East Asia Region,Females,,1000512.506,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2014,India,South-East Asia Region,Total,,2421442.995,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2014,India,South-East Asia Region,Males,,1369244.04,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2014,India,South-East Asia Region,Females,,1052198.955,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2015,India,South-East Asia Region,Total,,2459644.592,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2015,India,South-East Asia Region,Males,,1381771.263,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2015,India,South-East Asia Region,Females,,1077873.329,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2016,India,South-East Asia Region,Total,,2538030.516,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2016,India,South-East Asia Region,Males,,1413843.206,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2016,India,South-East Asia Region,Females,,1124187.31,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2017,India,South-East Asia Region,Total,,2604445.897,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2017,India,South-East Asia Region,Males,,1450119.477,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2017,India,South-East Asia Region,Females,,1154326.42,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2018,India,South-East Asia Region,Total,,2712768.054,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2018,India,South-East Asia Region,Males,,1518278.687,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2018,India,South-East Asia Region,Females,,1194489.366,no data,no data,
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2019,India,South-East Asia Region,Total,,2800031.789,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2019,India,South-East Asia Region,Males,,1580839.429,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to cardiovascular diseases,,2019,India,South-East Asia Region,Females,,1219192.36,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to diabetes,,2000,India,South-East Asia Region,Total,,115675.7802,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2000,India,South-East Asia Region,Males,,58656.89592,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2000,India,South-East Asia Region,Females,,57018.88432,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2001,India,South-East Asia Region,Total,,118059.1694,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2001,India,South-East Asia Region,Males,,60337.43443,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2001,India,South-East Asia Region,Females,,57721.73499,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2002,India,South-East Asia Region,Total,,123754.702,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2002,India,South-East Asia Region,Males,,62693.76302,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2002,India,South-East Asia Region,Females,,61060.93897,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2003,India,South-East Asia Region,Total,,130027.6144,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2003,India,South-East Asia Region,Males,,66357.30478,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2003,India,South-East Asia Region,Females,,63670.30961,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2004,India,South-East Asia Region,Total,,134110.9856,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2004,India,South-East Asia Region,Males,,69549.46705,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2004,India,South-East Asia Region,Females,,64561.51858,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2005,India,South-East Asia Region,Total,,139026.2975,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2005,India,South-East Asia Region,Males,,71594.82722,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2005,India,South-East Asia Region,Females,,67431.47026,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2006,India,South-East Asia Region,Total,,149016.303,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2006,India,South-East Asia Region,Males,,75445.05676,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2006,India,South-East Asia Region,Females,,73571.24624,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2007,India,South-East Asia Region,Total,,161911.282,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2007,India,South-East Asia Region,Males,,82423.72116,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2007,India,South-East Asia Region,Females,,79487.56081,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2008,India,South-East Asia Region,Total,,172515.0721,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2008,India,South-East Asia Region,Males,,88366.02244,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2008,India,South-East Asia Region,Females,,84149.0497,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2009,India,South-East Asia Region,Total,,177208.2633,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2009,India,South-East Asia Region,Males,,91195.0415,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2009,India,South-East Asia Region,Females,,86013.22175,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2010,India,South-East Asia Region,Total,,187000.2384,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2010,India,South-East Asia Region,Males,,97141.31302,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2010,India,South-East Asia Region,Females,,89858.92535,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2011,India,South-East Asia Region,Total,,199026.2298,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2011,India,South-East Asia Region,Males,,102965.1419,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2011,India,South-East Asia Region,Females,,96061.08792,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2012,India,South-East Asia Region,Total,,211113.6108,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2012,India,South-East Asia Region,Males,,106951.061,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2012,India,South-East Asia Region,Females,,104162.5498,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2013,India,South-East Asia Region,Total,,226479.042,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2013,India,South-East Asia Region,Males,,115236.1593,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2013,India,South-East Asia Region,Females,,111242.8827,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2014,India,South-East Asia Region,Total,,244068.0897,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2014,India,South-East Asia Region,Males,,125659.9733,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2014,India,South-East Asia Region,Females,,118408.1165,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2015,India,South-East Asia Region,Total,,256027.3979,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2015,India,South-East Asia Region,Males,,129519.8697,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2015,India,South-East Asia Region,Females,,126507.5282,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2016,India,South-East Asia Region,Total,,266039.577,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2016,India,South-East Asia Region,Males,,132898.9921,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2016,India,South-East Asia Region,Females,,133140.5849,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2017,India,South-East Asia Region,Total,,279986.2376,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2017,India,South-East Asia Region,Males,,138430.2265,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2017,India,South-East Asia Region,Females,,141556.0111,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2018,India,South-East Asia Region,Total,,298698.2623,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2018,India,South-East Asia Region,Males,,147677.0773,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2018,India,South-East Asia Region,Females,,151021.185,no data,no data,
Obesity/unhealthy diet,Number of deaths due to diabetes,,2019,India,South-East Asia Region,Total,,317846.082,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to diabetes,,2019,India,South-East Asia Region,Males,,156746.0978,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,Number of deaths due to diabetes,,2019,India,South-East Asia Region,Females,,161099.9842,no data,no data,"In this geography, some NCD deaths were included in a separate category called “other pandemic-related mortality” in 2020 and 2021 due to incomplete or low-quality vital registration data. Because this may have affected trends between 2019 to 2021, only data through 2019 are displayed here. "
Obesity/unhealthy diet,NCD age-standardized death rate,,2000,India,South-East Asia Region,Total,,530,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2000,India,South-East Asia Region,Males,,599,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2000,India,South-East Asia Region,Females,,467,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2001,India,South-East Asia Region,Total,,522,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2001,India,South-East Asia Region,Males,,595,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2001,India,South-East Asia Region,Females,,456,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2002,India,South-East Asia Region,Total,,524,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2002,India,South-East Asia Region,Males,,594,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2002,India,South-East Asia Region,Females,,461,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2003,India,South-East Asia Region,Total,,533,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2003,India,South-East Asia Region,Males,,609,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2003,India,South-East Asia Region,Females,,464,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2004,India,South-East Asia Region,Total,,534,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2004,India,South-East Asia Region,Males,,614,no data,no data,
Obesity/unhealthy diet,NCD age-standardized death rate,,2004,India,South-East Asia Region,Females,,459,no data,no data,
